ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Children,Total_spending,Customer_since,AcceptedAny,AgeGroup,Cluster,PCA1,PCA2
3308,1952,Graduation,Married,35704.0,1,1,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,3,11,0,73,2,94,4249,0,60+,0,-0.8613113416832072,0.5411398761018036
5407,1954,Graduation,Together,53103.0,0,1,2013-09-12,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0,71,1,1085,4362,1,60+,3,1.318696565291538,-0.45518412652682455
2166,1960,2n Cycle,Widow,46779.0,1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,3,11,0,65,2,23,4424,0,60+,0,-1.373127687412227,0.9375837617925226
3955,1965,Graduation,Divorced,4861.0,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0,60,0,6,4079,0,60+,4,-4.076876353824311,-1.5897168177695429
6634,1979,Master,Divorced,33462.0,1,0,2013-08-07,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,46,1,54,4398,0,40-49,0,-1.8846086528607686,0.9392198892890335
3056,1978,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,47,1,1150,4330,0,40-49,5,1.839655438644825,-0.582814416738025
5718,1950,Graduation,Married,80763.0,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,75,0,1415,4390,1,60+,2,1.957481685386294,-0.7278395503432861
6872,1974,PhD,Married,65352.0,0,1,2013-08-21,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0,51,1,405,4384,0,50-59,1,0.520581489586617,0.029598417610539007
8164,1978,PhD,Married,82170.0,0,0,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,47,0,1908,4288,0,40-49,1,2.337233500300467,-0.6326499727006473
4580,1969,Graduation,Married,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,56,0,2486,4319,1,50-59,5,3.191174138476616,-0.6916145889226314
9305,1976,2n Cycle,Single,79689.0,0,0,2013-05-12,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,49,0,1315,4485,0,40-49,1,2.573743066119576,0.8997433003486836
453,1956,PhD,Widow,35340.0,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0,69,2,45,4072,0,60+,4,-1.275306507217494,-1.144049001506278
8545,1954,Graduation,Divorced,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,71,0,1789,4172,1,60+,2,2.8027367679482045,-0.44913037998300015
9850,1972,2n Cycle,Married,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,53,1,19,4649,0,50-59,4,-2.263706628602415,-0.22319976199773384
7378,1981,Master,Together,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,44,1,573,4739,1,40-49,5,-0.13170060040973788,-1.7277340130570038
7646,1989,Graduation,Single,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,36,1,805,4203,0,30-39,1,1.3714747106785954,0.658924762605167
1640,1954,Graduation,Divorced,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,71,2,108,4079,0,60+,2,-0.3132317418612227,0.7607352358040209
5184,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,30,0,23,4167,0,30-39,0,-2.2198568456613237,0.9041170352806712
8492,1978,Graduation,Together,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,47,0,1493,4304,1,40-49,5,2.086090051048405,-1.315244146038761
11188,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,68,2,89,4196,0,60+,0,-1.401523741706516,1.302903327665545
1212,1973,Graduation,Married,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,52,1,936,4392,1,50-59,5,0.6680883558096111,-1.8447983702754795
9097,1956,Graduation,Divorced,46086.0,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,69,1,343,4310,0,60+,3,0.20274626559542744,-0.23048691595054158
10473,1956,PhD,Widow,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,69,1,528,4729,1,60+,3,1.043404117474054,-0.8471083412722653
7962,1987,PhD,Single,95169.0,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,38,0,1901,4335,1,30-39,1,2.0394887818744376,-0.5797569991029992
9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,44,2,724,4531,1,40-49,5,-0.1417958110767122,-1.506319801410868
5527,1987,Graduation,Together,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,38,1,58,4573,0,30-39,4,-2.359916389508035,-0.7891424902406433
6374,1954,PhD,Married,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,71,1,297,4480,0,60+,3,-0.9100367547061495,-0.5228488956026162
7453,1954,Graduation,Single,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,71,1,488,4584,1,60+,3,-0.41649590532311076,0.17859427460116697
8952,1953,Master,Married,65569.0,0,1,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,72,1,859,4673,0,60+,2,1.9034150956222056,1.3723109841592152
241,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,73,0,1574,4485,1,60+,2,3.0385982622787737,0.7781036877767362
8975,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,57,2,69,4226,1,50-59,0,-2.1677977120449494,-0.313937828124372
6119,1963,PhD,Single,36736.0,1,1,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,62,2,17,4487,0,60+,0,-1.7807093158611478,0.41444220198677173
5236,1979,Graduation,Together,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,46,1,2194,4745,1,40-49,5,2.832811316766494,-1.2332341563456215
5723,1976,PhD,Together,49187.0,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,49,1,116,4241,0,40-49,0,-0.5756281056431131,1.3225532406705893
1710,1978,Graduation,Single,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,47,1,279,4551,0,40-49,0,-1.3817046606923866,-0.7037599420376549
1970,1968,Master,Together,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,57,1,103,4729,0,50-59,4,-1.7294001035993525,-1.2743044248727053
5313,1971,Master,Married,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2,44,4144,0,50-59,4,-1.2643681865523722,-0.5407955371504195
10634,1951,Master,Married,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,74,0,406,4143,0,60+,2,0.8631528622242447,0.4617621621644634
7010,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,60,0,1363,4155,1,60+,2,1.821146384269479,-0.14460774670255802
8562,1969,Graduation,Together,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,56,0,236,4469,0,50-59,2,0.1362129415618472,1.407062289861124
3158,1973,Graduation,Married,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,1,39,4614,0,50-59,4,-2.1499008000745357,-1.391067136879049
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,49,0,137,4566,0,40-49,4,-1.8940640734717806,-0.6557395694120602
5287,1973,Graduation,Married,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,52,1,79,4082,0,50-59,0,-1.6256154561626304,0.7642908033957718
2445,1974,PhD,Together,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,51,1,63,4429,0,50-59,0,-2.058071978876645,1.0330696314073609
6059,1953,PhD,Together,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,72,3,1314,4554,0,60+,3,1.4370159409329715,-0.1578330678007771
4550,1966,Master,Together,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,59,1,71,4077,0,50-59,0,-1.534237163332177,0.5031754967850565
4240,1978,Graduation,Married,17345.0,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,47,1,58,4675,0,40-49,0,-2.47035340509354,0.7959975602673668
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,58,1,702,4519,0,50-59,5,0.9609444259018365,-1.1303354453321393
3706,1978,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,47,1,94,4384,1,40-49,0,-2.0811187996893787,0.22794302084647336
3628,1987,Basic,Single,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,38,1,80,4588,0,30-39,0,-2.7606695314136034,1.0947177540257893
10175,1958,PhD,Divorced,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,67,1,22,4404,0,60+,4,-1.359431616347338,-0.9060663692540594
8985,1964,2n Cycle,Together,68316.0,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,61,1,1211,4674,0,60+,5,2.1686709307408965,-0.7776303132835597
5204,1971,Graduation,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,54,0,1461,4437,1,50-59,5,1.862626810899412,-0.9228389199535328
9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,54,0,1968,4600,0,50-59,1,2.6226933110977817,0.2299380042634183
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,56,0,1091,4076,0,50-59,2,1.3758645536635894,-0.8681296148233203
5263,1977,2n Cycle,Married,31056.0,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,48,1,55,4595,0,40-49,0,-2.1837144341970216,1.5384410652118667
1020,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,52,0,1366,4120,1,50-59,1,1.9125045248709298,1.044709707235475
9503,1980,Graduation,Single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,45,0,313,4741,0,40-49,0,-1.2476026546721026,-0.038587642963152646
10613,1958,PhD,Together,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,67,2,62,4195,0,60+,4,-0.8048961259184062,0.13953810565902833
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,53,2,92,4356,0,50-59,4,-1.3933474704326871,-1.2119071933778285
6019,1971,PhD,Married,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,54,1,72,4163,1,50-59,4,-1.8421175223080735,-0.8388637553295172
5863,1953,Graduation,Married,47703.0,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,72,1,655,4468,0,60+,3,0.7966397168236863,1.0501515691386074
3717,1959,Graduation,Married,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,66,1,704,4139,1,60+,2,0.8894909060351507,0.8253969981503622
6730,1954,Graduation,Married,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,71,2,54,4675,0,60+,0,-1.6084253475611276,1.147660980975835
10749,1991,Graduation,Single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,34,0,178,4721,0,30-39,0,-4.963281958701001,-0.9488653070670333
4998,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,63,0,1033,4109,1,60+,2,1.1413163737741465,1.6432409095202858
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,39,1,36,4406,0,30-39,4,-2.1125711557532543,-1.003914529898636
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,60,1,122,4696,0,60+,4,-1.5286782090685194,-1.4564214817586247
4754,1966,Master,Married,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,59,1,122,4349,0,50-59,0,-1.047343248828115,1.6841231170365536
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,65,1,1123,4331,0,60+,5,2.6496136478534833,-1.5155491824745733
8870,1984,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,41,1,497,4665,0,40-49,0,-0.8765338495794268,-0.04390507967651336
966,1966,Graduation,Married,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,59,1,691,4431,1,50-59,3,1.038457433938617,1.1052078967330206
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,60,0,1363,4155,1,60+,2,1.821146384269479,-0.14460774670255802
9725,1966,PhD,Together,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,59,2,12,4096,1,50-59,4,-2.2906288217856114,-0.956093402880813
4475,1949,PhD,Married,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,76,0,2440,4570,0,60+,2,3.0292407826748793,0.5513210234144782
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,55,2,56,4572,0,50-59,4,-2.054781704065417,-1.115715404518734
5731,1983,Master,Married,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,1,37,4522,0,40-49,0,-2.2066997965055806,0.6450390275425746
7290,1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,40,0,968,4704,0,40-49,1,1.716813167918333,1.1455854162492995
3846,1974,Graduation,Married,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,51,1,270,4741,0,50-59,0,-0.938219920907947,0.8637066760128738
8104,1951,PhD,Married,53312.0,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,74,0,278,4396,0,60+,3,-0.2852428957808839,-0.8987596342141801
4507,1952,Graduation,Single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,73,0,1250,4651,0,60+,2,2.076590968932355,1.1642274697522341
11013,1987,Graduation,Together,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,38,0,938,4527,0,30-39,1,0.7596360698562533,2.02688804436718
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,76,2,1178,4708,1,60+,5,0.9799923981717495,-1.7425493754170156
3759,1958,Graduation,Together,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,67,2,1155,4411,1,60+,5,2.0355209551216578,-0.8964769156726938
1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,38,0,653,4607,0,30-39,5,0.5346827902245616,-0.9366906876456441
2055,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,52,2,49,4113,1,50-59,4,-1.7495618204293957,0.13984789209399026
10766,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,61,1,506,4151,0,60+,2,1.038963413042174,-0.34725719810633704
4415,1961,Graduation,Married,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,64,2,38,4727,0,60+,4,-2.1276968741328406,-0.8026048056549648
3005,1992,Graduation,Single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,33,0,1650,4131,1,30-39,1,2.1300929402750834,-0.5096640531197867
2223,1965,2n Cycle,Divorced,64176.0,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,60,1,1826,4767,0,60+,5,2.0383174054761537,-0.5474039043634826
4817,1956,Graduation,Divorced,22304.0,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,69,0,18,4766,0,60+,0,-2.2571138570655584,1.224308034253972
2875,1978,Graduation,Married,67023.0,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,47,0,906,4189,0,40-49,1,1.840458073287161,1.8332697451529334
10536,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,54,1,46,4107,0,50-59,0,-1.819858801116579,0.6395628408870548
11112,1966,Graduation,Together,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,59,1,1477,4645,0,50-59,2,1.9083735402789188,-0.5724146031715635
3807,1955,Graduation,Together,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,70,1,766,4648,0,60+,3,1.481380298673158,0.1848768473223993
9197,1953,Graduation,Married,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,72,1,47,4197,0,60+,0,-1.1270741727231355,1.571021712325963
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,67,0,467,4418,0,60+,3,0.08238415908785998,-1.7424565805984205
6421,1961,Graduation,Together,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,64,0,2116,4433,1,60+,2,3.165274952604466,0.11923174667713787
4207,1981,PhD,Married,87171.0,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,44,0,1298,4496,1,40-49,1,2.59880058811663,-0.40514320788995284
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,2,22,4385,0,40-49,4,-2.148044866003819,-0.9881503850693159
10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,57,1,396,4230,0,50-59,4,0.13891131611923346,-1.1935622048597638
3081,1978,PhD,Married,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,47,1,20,4505,0,40-49,0,-2.0408370284816004,0.7246006841086446
3535,1965,Graduation,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,60,0,967,4176,0,60+,2,1.004297031061886,1.0938054744646495
247,1971,Graduation,Married,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,54,1,357,4661,0,50-59,4,-0.9799015727360828,-1.8796153221997864
8707,1956,Graduation,Married,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,69,0,1401,4748,0,60+,2,1.5507364933664527,-0.8151167768372544
9523,1982,Graduation,Together,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,43,1,15,4388,0,40-49,0,-1.6243137717573641,2.161442593886134
6072,1970,Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,55,0,2087,4584,1,50-59,1,2.164202507465249,-0.7119998877830352
6295,1977,Graduation,Married,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,48,1,981,4582,0,40-49,5,0.6369282537899053,-1.3134549543137028
10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,55,2,17,4332,0,50-59,4,-1.6677687066005846,-0.8012507191120511
1509,1958,PhD,Together,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,67,0,523,4613,1,60+,3,1.1223386823821775,0.43980024480584157
5577,1983,Graduation,Together,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,42,1,23,4129,0,40-49,0,-1.893815107127176,1.249248403737275
7348,1958,PhD,Single,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,67,0,1192,4176,0,60+,2,1.3662723198366342,-0.9406944926012725
1127,1973,PhD,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,52,0,1958,4103,1,50-59,1,2.6593489388040834,0.692276816421066
1833,1974,PhD,Single,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,51,1,133,4136,0,50-59,0,-1.1893438856871779,1.587346503202644
4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66,0,777,4382,0,60+,2,1.2961140130277806,-0.26551430696750444
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,53,2,73,4444,0,50-59,4,-1.7245321328933139,-1.6038105902719437
6466,1965,PhD,Married,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,60,2,121,4181,0,60+,4,-0.45677929582925036,-0.1591188220521624
9964,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,46,1,424,4398,0,40-49,1,0.40961852461849585,0.42261832614905664
4790,1958,Graduation,Divorced,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,67,1,868,4099,0,60+,2,1.4144455537771254,0.8377635391133451
10245,1986,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,39,0,756,4678,0,30-39,1,1.290018509531474,1.50473266737184
1109,1982,Master,Together,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,43,1,12,4504,0,40-49,4,-2.3588745670063753,-0.10861326800388629
6001,1979,Graduation,Married,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,46,1,937,4615,0,40-49,1,1.019666526410837,0.26541583707981914
5538,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50,0,1862,4336,1,50-59,1,2.261456084208707,1.5930143621269564
10552,1979,2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,46,1,367,4477,0,40-49,4,-0.09163693081037518,-0.8519889486352854
1545,1986,Graduation,Married,38508.0,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,39,1,443,4403,0,30-39,0,-0.7451547884039614,0.6488611521423304
7409,1970,Graduation,Together,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,55,1,267,4318,0,50-59,3,-0.2116345305642167,0.5679466017941067
4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,53,1,61,4169,0,50-59,4,-2.020867241102165,-0.7266580133313825
